Time (s),Pressure (,Temperat,Altitude (,Red,Green,Blue,
15558,94162,38.7,614.56,55530,53010,42094,
15561,94162,38.7,614.56,55806,53273,42307,
15565,94152,38.7,614.73,54954,52354,41685,
15568,94156,38.7,614.38,53596,51344,40781,
15571,94159,38.6,614.29,54471,52061,41551,
15574,94159,38.7,614.2,54863,52515,41607,
15577,94154,38.7,614.82,55211,52737,41945,
15580,94156,38.7,614.65,55953,53390,42408,
15583,94152,38.7,614.73,55808,53194,42201,
15586,94162,38.7,614.56,55340,53042,42044,
15590,94158,38.7,614.56,55182,52754,41999,
15593,94159,38.7,614.82,53958,51901,41201,
15596,94156,38.7,614.56,53578,51641,41012,
15599,94157,38.7,614.47,53078,51315,40681,
15602,94155,38.7,615.09,51166,49808,39492,
15605,94150,38.7,615.09,50356,48983,38885,
15608,94157,38.7,614.91,50547,49362,39119,
15612,94158,38.7,614.38,49550,48494,38525,
15615,94160,38.7,614.56,44172,43767,35086,
15618,94154,38.7,614.65,41907,42046,33897,
15621,94159,38.7,614.82,48102,47633,37786,
15624,94163,38.8,614.47,54278,52011,41212,
15627,94157,38.8,614.65,55536,53398,42064,
15630,94157,38.8,615.09,55287,53004,42022,
15633,94159,38.8,614.56,54188,52096,41424,
15637,94161,38.8,614.2,53759,51763,41171,
15640,94154,38.9,614.65,53191,51242,40775,
15643,94158,38.9,614.47,51363,49943,39522,
15646,94155,38.9,614.47,49939,48634,38719,
15649,94159,38.9,615,49522,48365,38543,
15652,94153,38.9,614.56,49415,48248,38474,
15655,94162,39,614.56,50118,48863,38900,
15659,94156,39,614.29,50986,49492,39429,
15662,94156,39,614.47,52250,50552,40141,
15665,94156,39,614.11,52571,50755,40337,
15668,94158,39,614.29,51369,49864,39595,
15671,94157,39.1,614.56,51424,49926,39667,
15674,94161,39.1,614.65,49646,48534,38705,
15677,94162,39.1,614.56,45879,45395,36182,
15680,94155,39.2,614.38,47212,46386,36900,
15684,94154,39.2,614.47,46041,45462,36365,
15687,94152,39.2,615.09,48311,47493,37752,
15690,94150,39.2,615,50494,49116,38985,
15693,94158,39.2,614.65,50936,49388,39332,
15696,94155,39.3,614.91,50606,49101,39054,
15699,94157,39.3,614.38,50046,48662,38621,
15702,94156,39.3,614.91,51306,49854,39598,
15706,94157,39.3,614.65,51527,49888,39638,
15709,94158,39.3,614.38,52214,50435,39972,
15712,94158,39.3,614.11,52334,50630,40126,
15715,94149,39.3,614.29,51782,50232,39928,
15718,94159,39.3,614.65,50993,49534,39385,
15721,94157,39.4,614.2,50478,49173,39036,
15724,94156,39.4,614.38,51524,49866,39754,
15727,94161,39.4,614.38,51969,50310,39994,
15731,94153,39.4,614.65,52087,50438,39941,
15734,94157,39.4,614.73,52063,50462,40013,
15737,94158,39.4,614.38,50881,49370,39192,
15740,94160,39.4,614.03,51140,49580,39361,
15743,94155,39.4,614.03,49314,47803,38324,
15746,94153,39.4,614.91,47767,47001,37461,
15749,94157,39.4,614.29,48191,47084,37799,
15753,94158,39.4,614.56,48890,47939,38334,
15756,94158,39.5,614.65,49688,48511,38597,
15759,94160,39.5,614.47,48423,47605,37953,
15762,94157,39.5,614.56,46377,45717,36293,
15765,94162,39.5,614.38,46867,46260,37015,
15768,94156,39.5,614.38,49712,48873,38728,
15771,94161,39.5,614.03,51379,49869,39479,
15774,94160,39.4,614.56,52205,50676,40183,
15778,94163,39.5,614.11,53182,51356,40755,
15781,94158,39.4,614.56,52454,50823,40388,
15784,94159,39.5,614.11,51554,50061,39757,
15787,94162,39.5,614.29,52282,50695,40080,
15790,94157,39.5,614.29,53086,51544,40707,
15793,94166,39.4,614.29,53535,51828,41137,
15796,94160,39.4,614.65,54078,52091,41222,
15800,94156,39.4,614.65,53517,51857,40894,
15803,94159,39.4,614.2,52529,50862,40353,
15806,94160,39.4,614.47,52125,50695,40135,
15809,94163,39.4,614.2,51696,50207,39889,
15812,94158,39.4,614.29,52333,50676,40256,
15815,94165,39.4,614.2,53905,52022,41286,
15818,94159,39.5,614.03,54556,52419,41606,
15821,94164,39.5,614.2,53915,52032,41342,
15825,94157,39.5,614.82,54001,52111,41386,
15828,94159,39.5,614.73,54345,52370,41486,
15831,94157,39.6,614.65,52583,50963,40489,
15834,94159,39.6,614.2,52367,50719,40288,
15837,94162,39.6,614.03,52001,50429,40063,
15841,94156,39.6,614.65,51777,50391,39984,
15844,94157,39.6,614.65,51039,49626,39471,
15847,94155,39.6,614.29,50159,48988,38971,
15850,94158,39.7,614.47,49436,48501,38512,
15853,94168,39.7,613.94,49368,48212,38328,
15856,94166,39.7,614.47,48141,47281,37700,
15859,94162,39.7,614.2,50150,49051,38990,
15862,94163,39.7,614.56,49853,48703,38755,
15866,94160,39.7,614.38,48802,47834,38109,
15869,94167,39.7,614.11,46852,46245,36853,
15872,94157,39.8,613.85,45233,44969,35839,
15875,94168,39.8,614.73,45521,45159,36032,
15878,94166,39.8,614.2,46910,46380,36929,
15881,94163,39.8,614.2,47327,46607,37120,
15884,94160,39.8,614.29,47224,46471,37015,
15888,94157,39.9,614.65,47400,46702,37132,
15891,94154,39.9,614.2,47495,46756,37176,
15894,94162,39.9,614.38,47147,46342,36849,
15897,94162,39.9,614.47,45464,45181,36082,
15900,94159,39.9,614.82,44449,44320,35271,
15903,94158,39.9,614.03,43360,43282,34537,
15906,94161,39.9,614.2,43987,43884,35014,
15909,94158,40,614.73,44924,44742,35621,
15913,94154,40,614.65,46732,46098,36641,
15916,94158,40,615.09,47648,46818,37308,
15919,94154,40,614.29,47371,46657,37146,
15922,94154,40,615,46339,45902,36491,
15925,94151,40.1,614.29,45030,44698,35634,
15928,94159,40.1,614.73,45247,44950,35828,
15931,94157,40.1,614.73,44932,44451,35677,
15935,94158,40.1,614.82,44251,43995,35095,
15938,94158,40.1,614.47,42149,42348,33806,
15941,94154,40.1,614.65,41533,41863,33586,
15944,94153,40.1,615,43253,43436,34383,
15947,94166,40.2,613.94,45344,45067,35842,
15950,94160,40.2,614.47,46856,46225,36788,
15953,94165,40.1,614.11,48405,47474,37559,
15957,94163,40.1,614.56,48548,47593,37874,
15960,94163,40.1,614.47,50240,49151,38985,
15963,94161,40.1,614.47,49164,48247,38296,
15966,94162,40.1,614.38,48103,46989,37585,
15969,94168,40.1,614.11,48236,47405,37623,
15972,94160,40.1,614.82,48588,47925,38090,
15975,94159,40.1,614.91,47701,47075,37440,
15978,94157,40.1,615.09,47300,46878,37182,
15982,94159,40.1,614.47,45870,45682,36340,
15985,94159,40.1,614.65,47321,47000,37265,
15988,94157,40.1,614.73,49959,48995,38766,
15991,94157,40.1,614.56,51825,50569,40041,
15994,94158,40.1,613.94,53123,51531,40950,
15997,94158,40.1,614.38,53851,52150,41289,
16000,94158,40.1,614.56,53486,51885,41041,
16004,94156,40.1,614.47,53745,52088,41143,
16007,94162,40.1,614.56,54635,52868,41745,
16010,94159,40.2,614.82,54963,53180,42044,
16013,94162,40.2,614.38,55001,53293,42049,
16016,94160,40.2,614.91,54649,53007,41828,
16019,94164,40.3,614.29,54908,53145,42034,
16022,94157,40.2,614.91,55085,53290,42143,
16025,94160,40.2,614.73,55256,53344,42193,
16029,94161,40.3,613.94,55662,53675,42415,
16032,94157,40.3,614.73,55487,53598,42362,
16035,94169,40.4,613.76,56387,54210,42890,
16038,94156,40.3,614.29,56350,54017,43032,
16041,94153,40.4,614.65,56510,54471,43183,
16044,94157,40.3,614.38,55623,53596,42433,
16047,94157,40.3,614.65,55936,53900,42630,
16051,94161,40.3,614.82,55673,53644,42537,
16054,94158,40.4,614.65,54420,52839,41921,
16057,94157,40.4,613.94,54220,52500,41585,
16060,94157,40.4,614.65,53217,51777,41128,
16063,94157,40.4,615,52264,50986,40391,
16066,94158,40.4,614.82,53226,51907,41161,
16069,94150,40.4,615.09,54165,52449,41566,
16072,94156,40.4,615.18,53331,51880,41065,
16076,94153,40.4,615,53146,51449,40742,
16079,94163,40.4,614.65,53576,52079,41250,
16082,94155,40.4,614.56,55161,53484,42288,
16085,94156,40.5,614.82,56628,54499,43124,
16088,94155,40.5,614.73,55285,53513,42291,
16091,94152,40.5,614.73,52592,51430,40778,
16094,94152,40.5,614.73,51312,50364,39769,
16098,94154,40.5,614.38,47658,46977,37609,
16101,94162,40.6,614.38,48908,48163,38228,
16104,94159,40.6,615,52976,51589,40700,
16107,94154,40.6,614.56,56032,54003,42804,
16110,94152,40.6,614.73,55959,54135,42638,
16113,94156,40.7,615.26,55314,53451,42293,
16116,94150,40.7,614.47,55345,53445,42303,
16119,94154,40.7,615,54354,52731,41741,
16123,94153,40.7,615.35,52656,51234,40571,
16126,94157,40.7,614.65,51977,50733,40209,
16129,94152,40.8,615.44,51733,50515,40116,
16132,94152,40.8,614.82,51261,50128,39798,
16135,94157,40.8,614.47,52743,51267,40747,
16138,94155,40.8,615,54808,52968,41936,
16141,94157,40.8,614.73,54806,52911,41939,
16145,94158,40.9,614.56,55408,53518,42430,
16148,94156,40.9,615,54269,52432,41597,
16151,94155,40.9,614.82,54338,52716,41778,
16154,94149,40.9,614.65,54661,52782,41800,
16157,94149,40.9,615.09,55377,53507,42378,
16160,94155,40.9,615,55996,53855,42705,
16163,94148,40.9,615.09,55987,54013,42831,
16166,94150,40.9,615.18,55538,53564,42593,
16170,94150,40.9,615.35,53669,52456,41397,
16173,94157,40.9,615,55037,53244,42125,
16176,94154,40.9,614.91,55485,53550,42452,
16179,94160,41,614.56,55226,53483,42360,
16182,94146,41,614.2,56553,54440,43130,
16185,94155,41,614.82,56763,54640,43320,
16188,94153,41,615.26,56655,54444,43156,
16192,94154,41,614.47,55463,53546,42509,
16195,94152,41,614.56,55960,53968,42854,
16198,94154,41,614.56,56605,54368,43307,
16201,94159,41,614.73,55598,53803,42522,
16204,94158,41,614.65,54769,53306,42223,
16207,94159,41,614.91,56490,54465,43223,
16210,94154,41,614.47,53450,52058,41083,
16213,94153,40.9,615,50889,49865,39699,
16217,94153,40.9,614.65,51473,50290,40013,
16220,94151,40.9,614.91,54348,52793,41805,
16223,94149,40.9,614.47,54306,52676,41894,
16226,94158,41,614.73,52936,51491,40929,
16229,94153,41,615.18,55526,53915,42703,
16232,94155,41,614.91,57502,55234,43718,
16235,94150,41,614.73,57242,55001,43532,
16239,94157,41,614.56,56527,54541,43165,
16242,94150,41,615.18,57399,55196,43682,
16245,94150,41,614.91,58162,55868,44299,
16248,94152,41.1,614.91,58264,55825,44252,
16251,94155,41.1,614.82,58121,55722,43995,
16254,94154,41.1,614.82,57969,55560,43959,
16257,94154,41.1,615,57257,54860,43518,
16260,94150,41.1,614.82,56581,54408,43150,
16264,94155,41.2,615.35,55350,53516,42397,
16267,94156,41.2,615.18,55735,53599,42608,
16270,94151,41.2,615.09,55839,53855,42708,
16273,94152,41.2,615.18,55333,53406,42252,
16276,94158,41.2,614.91,54254,52488,41659,
16279,94150,41.3,614.91,55210,53146,42299,
16282,94145,41.3,615,56271,54048,42918,
16286,94151,41.3,615.35,56830,54593,43320,
16289,94152,41.3,615,57211,54937,43593,
16292,94153,41.3,615.18,57198,54812,43414,
16295,94146,41.3,615,56845,54533,43244,
16298,94151,41.3,615,56652,54415,43101,
16301,94152,41.4,615.35,56692,54640,43159,
16304,94151,41.4,615,56181,54035,42940,
16307,94154,41.4,615,55279,53317,42181,
16311,94162,41.4,614.38,55317,53368,42263,
16314,94146,41.3,615.09,55782,53636,42559,
16317,94149,41.3,614.82,55596,53459,42438,
16320,94153,41.3,614.29,55317,53122,42076,
16323,94154,41.3,615.18,55295,53231,42199,
16326,94156,41.3,614.82,54953,53110,41860,
16329,94163,41.3,614.56,55259,53044,42136,
16333,94156,41.2,614.73,55368,53276,42103,
16336,94153,41.2,614.82,55259,52993,42112,
16339,94156,41.2,615,54950,52845,41941,
16342,94154,41.2,615,54786,52350,41656,
16345,94156,41.3,614.38,54670,52470,41653,
16348,94155,41.2,615,54573,52501,41564,
16351,94152,41.3,615.26,53727,51654,40957,
16354,94159,41.3,614.82,53373,51572,40895,
16358,94157,41.3,614.91,53768,51804,41188,
16361,94160,41.3,614.73,53594,51753,41026,
16364,94152,41.3,614.56,52976,51126,40510,
16367,94156,41.3,614.82,52410,50519,40201,
16370,94156,41.3,614.73,51062,49505,39356,
16373,94156,41.4,614.65,49589,48310,38397,
16376,94161,41.4,614.2,48645,47229,37611,
16380,94161,41.4,613.94,48992,47757,38009,
16383,94155,41.4,614.65,49712,48320,38449,
16386,94157,41.4,614.82,50137,48648,38632,
16389,94156,41.4,614.65,49011,47612,38112,
16392,94154,41.5,614.73,48599,47349,37698,
16395,94155,41.5,614.38,49775,48264,38357,
16398,94157,41.5,615.09,50381,48781,38754,
16401,94152,41.5,614.56,51784,49958,39621,
16405,94158,41.5,614.91,52465,50375,40041,
16408,94155,41.5,614.91,52747,50443,40138,
16411,94151,41.5,614.91,49154,47821,38216,
16414,94153,41.5,614.56,47194,46202,36761,
16417,94149,41.5,614.91,47183,46003,36441,
16420,94152,41.5,615.35,46667,45689,36394,
16423,94154,41.5,615.18,48057,46884,37279,
16427,94146,41.6,615.26,49048,47627,37838,
16430,94150,41.6,614.91,48133,46823,37385,
16433,94158,41.6,614.56,47897,46572,37127,
16436,94156,41.6,615,46024,45264,36100,
16439,94152,41.7,615.18,44573,43901,35058,
16442,94156,41.7,615.09,45738,44894,35726,
16445,94153,41.7,615.26,44323,43877,34927,
16448,94152,41.7,615,41539,41379,33146,
16452,94150,41.7,615.09,38808,39418,31690,
16455,94154,41.8,615.09,38951,39451,31637,
16458,94152,41.8,614.38,39304,39445,31600,
16461,94158,41.8,614.29,39856,40097,31876,
16464,94155,41.8,614.65,39969,39915,32111,
16467,94149,41.8,615.26,36743,37534,30017,
16470,94159,41.8,614.73,39537,39732,31917,
16474,94155,41.8,614.38,41780,41477,33189,
16477,94157,41.8,614.65,42026,41640,33227,
16480,94154,41.8,614.65,42752,42340,33648,
16483,94155,41.8,614.38,42881,42699,33961,
16486,94161,41.9,614.82,42747,42318,33761,
16489,94159,41.9,615.18,42249,42061,33219,
16492,94156,41.9,614.91,39515,39763,31970,
16495,94148,41.9,615.35,35028,36018,28917,
16499,94157,41.9,615.62,30465,31894,26003,
16502,94153,42,615.53,27813,30025,24444,
16505,94152,42,615,26804,29137,23864,
16508,94149,42,615.62,26856,29266,23888,
16511,94150,42,615.35,26241,28817,23476,
16514,94153,42,615.18,26946,29500,23994,
16517,94150,42,615.09,27275,29649,24179,
16521,94156,42.1,614.38,27577,29639,24488,
16524,94152,42.1,615.44,28752,30760,25112,
16527,94158,42.1,615.44,28572,30653,24792,
16530,94152,42.1,615.26,26184,28518,23430,
16533,94148,42.1,615.62,24246,27021,22242,
16536,94150,42.1,615.35,23861,26569,21914,
16539,94146,42.2,615,28583,31078,25091,
16542,94159,42.1,614.82,37511,37821,30157,
16546,94152,42.2,614.91,40783,40782,32501,
16549,94153,42.2,614.91,42914,42305,33594,
16552,94153,42.2,615,45317,44249,35202,
16555,94152,42.2,615.26,46725,45535,36126,
16558,94159,42.2,614.56,46504,45314,36049,
16561,94161,42.2,614.47,42854,42408,33611,
16564,94162,42.3,614.38,41546,41054,32720,
16568,94160,42.3,614.73,47249,45591,36473,
16571,94155,42.3,614.73,50222,48441,38441,
16574,94157,42.3,615,50835,48927,38792,
16577,94156,42.2,614.65,49855,47917,37967,
16580,94151,42.2,615,49617,47998,37933,
16583,94150,42.2,615,50272,48294,38335,
16586,94149,42.3,614.91,51022,49107,38813,
16589,94155,42.3,615.18,51122,49196,38934,
16593,94151,42.3,615.09,51157,49103,38901,
16596,94156,42.3,614.91,50716,48682,38565,
16599,94154,42.3,614.73,51430,49324,38989,
16602,94147,42.3,614.65,52719,50378,39894,
16605,94148,42.3,615.44,53282,50940,40109,
16608,94157,42.3,614.73,53562,51088,40471,
16611,94156,42.4,614.65,54201,51783,40876,
16615,94150,42.4,615.18,53713,51259,40488,
16618,94154,42.4,615,54469,51938,41025,
16621,94150,42.4,614.91,54174,51654,40729,
16624,94159,42.4,614.82,55118,52377,41273,
16627,94155,42.5,614.82,55085,52351,41398,
16630,94156,42.5,615.18,54660,51970,41071,
16633,94158,42.5,614.65,54731,52141,41211,
16636,94156,42.5,615.18,54766,52122,41206,
16640,94158,42.5,614.82,55627,52889,41893,
16643,94156,42.5,614.91,56208,53267,42128,
16646,94152,42.5,615.09,56675,53605,42348,
16649,94158,42.5,614.91,57251,54132,42819,
16652,94155,42.5,614.82,57782,54480,43020,
16655,94158,42.5,614.73,58158,54790,43241,
16658,94152,42.5,614.73,57673,54624,43019,
16662,94154,42.5,615,51550,49250,39225,
16665,94153,42.6,615.09,45810,45050,35790,
16668,94149,42.6,614.29,43800,43597,34600,
16671,94151,42.6,614.56,46489,45527,36122,
16674,94155,42.6,614.82,48130,46991,37218,
16677,94155,42.6,615.35,52371,50731,40070,
16680,94154,42.6,614.47,48688,47934,38311,
16683,94160,42.6,614.47,38687,39377,31547,
16687,94157,42.6,614.73,38421,39363,31610,
16690,94155,42.6,615,35297,36656,29459,
16693,94153,42.7,615,31336,32789,26790,
16696,94157,42.7,614.82,28247,30732,24989,
16699,94162,42.7,614.03,34836,36088,29325,
16702,94165,42.7,614.73,32773,34263,27829,
16705,94163,42.7,614.29,40802,40388,33109,
16709,94157,42.7,614.56,55914,53820,42255,
16712,94165,42.7,613.67,57982,55066,43618,
16715,94157,42.6,615.26,56494,53551,42233,
16718,94156,42.6,614.38,56640,53360,42258,
16721,94157,42.6,614.2,56064,53403,42370,
16724,94149,42.6,615.09,55798,52772,41851,
16727,94155,42.6,614.91,55490,52489,41946,
16730,94158,42.6,614.38,54995,52418,41546,
16734,94152,42.6,614.82,54931,52319,41424,
16737,94154,42.6,614.91,54609,51972,41260,
16740,94159,42.6,614.65,53903,51448,40871,
16743,94160,42.6,614.65,53656,51327,40684,
16746,94157,42.6,614.56,52260,50193,39771,
16749,94153,42.6,614.56,50861,48943,38871,
16752,94152,42.6,614.91,50607,48716,38779,
16756,94154,42.6,614.82,52178,49987,39874,
16759,94155,42.6,614.91,50650,48797,38867,
16762,94155,42.6,615.44,46490,45804,36864,
16765,94155,42.6,615.09,41961,41955,33492,
16768,94160,42.6,614.2,41779,41712,33406,
16771,94154,42.6,614.56,46792,45530,36790,
16774,94156,42.6,615.26,53132,51134,40523,
16777,94153,42.7,615.18,54716,52126,41339,
16781,94156,42.7,614.65,54868,52365,41499,
16784,94161,42.7,614.91,54166,51703,41044,
16787,94149,42.7,615,53327,51045,40417,
16790,94155,42.7,615.18,53653,51376,40752,
16793,94150,42.7,614.91,53009,50672,40189,
16796,94155,42.7,614.73,52376,50276,39801,
16799,94152,42.7,615.26,51397,49413,39424,
16803,94156,42.7,614.73,50212,48563,38669,
16806,94155,42.7,614.82,50236,48553,38637,
16809,94157,42.8,614.65,50747,48901,38900,
16812,94159,42.8,614.65,50917,49089,38984,
16815,94161,42.8,615.09,50588,48727,38747,
16818,94154,42.8,614.82,49956,48103,38291,
16821,94155,42.8,615.44,49601,48088,38159,
16824,94156,42.9,615,50320,48715,38609,
16828,94153,42.9,614.65,51011,49112,39066,
16831,94157,42.9,614.65,51405,49402,39310,
16834,94159,42.9,615.35,49975,48353,38616,
16837,94155,42.9,615.26,49078,47632,37623,
16840,94156,42.9,614.73,47961,46575,37305,
16843,94155,42.9,614.11,49477,48087,37900,
16846,94153,42.9,614.73,49064,47701,37909,
16850,94156,42.9,615,49354,47979,38082,
16853,94155,42.9,614.73,50958,49206,39030,
16856,94151,42.9,615.09,51437,49621,39238,
16859,94153,42.9,614.91,51163,49303,39254,
16862,94156,43,614.91,50941,49298,38906,
16865,94152,43,614.73,50145,48502,38526,
16868,94154,42.9,614.65,49704,48088,38329,
16871,94155,42.9,614.73,49966,48424,38422,
16875,94156,42.9,615,50276,48556,38694,
16878,94155,42.9,615.26,49856,48229,38406,
16881,94149,42.9,615.09,50050,48369,38442,
16884,94156,42.9,615.44,49453,47916,38081,
16887,94148,43,615.26,48911,47528,37817,
16890,94144,43,615,48597,47247,37621,
16893,94149,43,615.53,48566,47197,37587,
16897,94150,43,615.53,49435,47934,38054,
16900,94152,43,615.09,49314,47842,38079,
16903,94152,43,615.26,48839,47436,37745,
16906,94152,43.1,615.44,48450,47160,37541,
16909,94157,43.1,615.26,49835,48255,38445,
16912,94153,43.1,614.47,50253,48683,38579,
16915,94153,43.1,615.09,50749,49141,39140,
16918,94152,43.1,614.91,50836,49090,39006,
16922,94156,43.1,615.18,50550,48884,38872,
16925,94156,43.1,614.82,49305,47887,38152,
16928,94156,43.1,615.26,48932,47599,37861,
16931,94154,43.1,615.26,49606,48017,38123,
16934,94156,43.1,614.38,49266,47876,37972,
16937,94158,43.1,614.2,48310,47006,37584,
16940,94153,43.2,614.73,47180,46146,36829,
16944,94149,43.2,615,46810,45890,36566,
16947,94157,43.2,615,47908,46777,37248,
16950,94155,43.2,615.09,48267,47081,37390,
16953,94154,43.2,614.56,49067,47902,38201,
16956,94156,43.2,614.65,49549,48250,38331,
16959,94159,43.2,614.82,50443,48920,38653,
16962,94154,43.2,614.91,51105,49380,39289,
16965,94159,43.2,614.65,51388,49418,39467,
16969,94159,43.2,614.91,50853,49082,38991,
16972,94154,43.2,615.18,49495,48021,38233,
16975,94160,43.2,614.56,50402,48681,38750,
16978,94156,43.2,614.73,50495,48827,38772,
16981,94155,43.2,614.29,49473,47975,38234,
16984,94160,43.3,614.38,48487,47275,37597,
16987,94154,43.3,614.56,48997,47608,37926,
16991,94156,43.3,614.38,50518,48787,38812,
16994,94159,43.3,614.29,51013,49098,39102,
16997,94164,43.3,614.47,50388,48680,38731,
17000,94157,43.2,614.56,50685,48939,38986,
17003,94165,43.2,614.11,50693,48698,38790,
17006,94161,43.2,614.11,50938,49086,39019,
17009,94157,43.2,614.38,51225,49355,39225,
17012,94161,43.3,614.11,50117,48480,38630,
17016,94161,43.3,614.56,50163,48448,38520,
17019,94159,43.3,614.29,49106,47540,37879,
17022,94156,43.3,614.2,48621,47158,37507,
17025,94159,43.3,614.47,49595,47989,38249,
17028,94158,43.3,614.91,49451,47815,38034,
17031,94162,43.3,614.65,48881,47405,37754,
17034,94159,43.3,614.56,49008,47552,37829,
17038,94156,43.3,614.82,49520,47738,38006,
17041,94157,43.3,614.56,50035,48297,38491,
17044,94157,43.4,614.82,50843,49013,38975,
17047,94156,43.4,614.73,51557,49548,39460,
17050,94159,43.4,613.85,51222,49348,39230,
17053,94155,43.4,614.47,51159,49180,39118,
17056,94159,43.4,614.11,52028,49784,39699,
17059,94162,43.4,613.94,52246,50016,39767,
17063,94160,43.4,614.73,51113,49158,39118,
17066,94161,43.4,614.38,50774,48836,38866,
17069,94163,43.4,613.94,50197,48359,38463,
17072,94162,43.4,614.29,48902,47399,37698,
17075,94158,43.4,614.38,47027,45804,36521,
17078,94165,43.5,614.47,47165,45886,36543,
17081,94162,43.5,614.65,47962,46747,37184,
17085,94161,43.5,615,49088,47562,37847,
17088,94164,43.5,614.2,49726,47926,38198,
17091,94162,43.5,614.47,49858,48042,38233,
17094,94163,43.5,614.29,49953,47948,38124,
17097,94159,43.5,613.67,49738,47969,38153,
17100,94161,43.5,614.2,49563,47926,38120,
17103,94160,43.5,614.2,50251,48226,38404,
17106,94158,43.5,614.38,50253,48334,38424,
17110,94160,43.5,614.38,50659,48686,38642,
17113,94164,43.5,614.47,50666,48672,38689,
17116,94161,43.5,613.94,50493,48471,38519,
17119,94164,43.5,614.38,50846,48732,38817,
17122,94160,43.5,614.38,50980,48914,38888,
17125,94162,43.5,614.2,50922,48829,38858,
17128,94161,43.5,614.2,50751,48555,38595,
17132,94163,43.6,614.47,51205,49022,38952,
17135,94161,43.6,614.56,51087,48967,38929,
17138,94157,43.6,613.94,51042,48882,38773,
17141,94161,43.6,614.2,51147,49035,38997,
17144,94153,43.6,614.11,51025,48870,38869,
17147,94161,43.6,614.65,50102,48203,38152,
17150,94157,43.6,614.73,47585,45963,36669,
17153,94159,43.6,614.47,47387,45913,36583,
17157,94157,43.6,614.29,48361,46647,37185,
17160,94152,43.6,614.47,47485,45993,36577,
17163,94160,43.6,614.73,46179,44848,35837,
17166,94158,43.6,614.91,45007,43801,34932,
17169,94163,43.6,614.47,45380,44095,35242,
17172,94160,43.6,614.29,45838,44509,35475,
17175,94157,43.6,614.65,45353,44230,35020,
17179,94162,43.6,614.29,44253,43280,34497,
17182,94158,43.6,614.82,43840,42894,34232,
17185,94155,43.6,614.56,45347,44168,35258,
17188,94158,43.6,614.82,46211,44744,35735,
17191,94155,43.6,615,46268,44899,35707,
17194,94157,43.6,614.91,45834,44512,35442,
17197,94155,43.6,614.73,45419,44101,35057,
17200,94152,43.5,614.82,45333,44192,35146,
17204,94162,43.6,614.65,47326,45589,36266,
17207,94152,43.6,614.91,49293,47375,37661,
17210,94157,43.6,614.29,49733,47610,37758,
17213,94152,43.5,614.82,49768,47569,37747,
17216,94157,43.5,614.38,49823,47865,37762,
17219,94154,43.5,615.09,49997,47886,37926,
17222,94158,43.6,613.94,50074,47895,38036,
17226,94160,43.6,614.47,49779,47693,37869,
17229,94159,43.6,614.47,49122,47234,37558,
17232,94158,43.6,614.47,50301,47970,38014,
17235,94156,43.5,614.91,50547,48324,38166,
17238,94155,43.5,614.47,50194,48208,38142,
17241,94163,43.5,614.47,49614,47675,37718,
17244,94156,43.5,614.47,49146,47177,37542,
17247,94165,43.5,614.11,48000,46296,36645,
17251,94161,43.5,614.73,48210,46360,36918,
17254,94154,43.4,614.91,47455,45803,36186,
17257,94157,43.4,615.18,47414,45658,36240,
17260,94160,43.4,614.47,47117,45218,36151,
17263,94155,43.4,614.29,49171,47433,37562,
17266,94163,43.4,614.73,49187,47214,37508,
17269,94154,43.4,615.09,48292,46423,36853,
17273,94153,43.4,615.09,47991,46115,36758,
17276,94150,43.4,614.29,48782,47039,37217,
17279,94157,43.4,614.65,49059,47093,37302,
17282,94153,43.4,614.91,50132,47787,37677,
17285,94164,43.4,614.2,50279,48093,38058,
17288,94154,43.3,614.38,50172,47951,37919,
17291,94159,43.3,615.18,49669,47501,37748,
17294,94166,43.3,614.2,48344,46462,36905,
17298,94165,43.3,614.2,48967,47157,37442,
17301,94160,43.3,615.26,49138,47291,37117,
17304,94163,43.3,614.47,49112,47256,37391,
17307,94163,43.3,614.65,46091,45125,36138,
17310,94163,43.3,614.29,34037,35312,27608,
17313,94160,43.3,614.29,24363,26865,22160,
17316,94161,43.3,614.56,25096,27421,22711,
17320,94162,43.3,614.29,36157,37577,29828,
17323,94155,43.3,614.11,46712,45069,35689,
17326,94159,43.3,613.94,48170,46351,36716,
17329,94162,43.3,614.2,46747,45073,35965,
17332,94161,43.3,614.03,45835,44513,35288,
17335,94160,43.3,614.47,42843,42143,33393,
17338,94160,43.3,614.65,44550,43197,34340,
17341,94166,43.3,614.2,48414,46334,36967,
17345,94162,43.3,613.94,49194,46973,37299,
17348,94159,43.3,614.38,48412,46484,36924,
17351,94161,43.3,614.38,47972,46062,36709,
17354,94165,43.3,614.2,47139,45479,35917,
17357,94158,43.3,614.73,45925,44422,35413,
17361,94158,43.3,614.56,46160,44471,35688,
17364,94158,43.3,614.38,45737,44125,35183,
17367,94159,43.3,614.38,45672,44481,35311,
17370,94162,43.2,614.03,45235,43787,34774,
17373,94159,43.2,614.38,45269,44196,35196,
17376,94162,43.2,614.03,45818,44221,35508,
17379,94155,43.2,614.47,46959,45184,35983,
17382,94160,43.2,614.82,47414,45553,36117,
17386,94163,43.2,614.38,47950,46273,36643,
17389,94156,43.2,614.65,48045,46491,36863,
17392,94156,43.2,615,47991,46338,36822,
17395,94159,43.2,614.56,48293,46404,36921,
17398,94158,43.2,614.47,48694,46762,37114,
17401,94159,43.2,614.73,48782,46813,37156,
