Time (s),Pressure (,Temperat,Altitude (,Red,Green,Blue,
6085,23909,21.7,10650.37,65535,65535,65535,
6089,23878,21.7,10660.56,65535,65535,65535,
6092,23830,21.7,10671.57,65535,65535,65535,
6095,23783,21.6,10685.28,65534,65535,65535,
6098,23737,21.6,10697.41,65535,65535,65535,
6101,23701,21.6,10707.39,65535,65535,65535,
6104,23675,21.6,10715.49,65534,65535,65534,
6107,23630,21.5,10728.47,65535,65535,65535,
6111,23588,21.5,10737.41,65534,65535,65535,
6114,23546,21.5,10749.89,65535,65535,65535,
6117,23496,21.5,10762.65,65535,65535,65535,
6120,23449,21.5,10777.34,65535,65535,65535,
6123,23415,21.4,10784.7,65535,65535,65535,
6126,23369,21.4,10797.25,65534,65535,65534,
6129,23331,21.4,10808.73,65535,65535,65535,
6132,23283,21.4,10820.77,65534,65535,65535,
6136,23253,21.3,10830.63,65535,65535,65535,
6139,23205,21.3,10842.98,65535,65535,65535,
6142,23163,21.3,10853.15,65534,65534,65535,
6145,23125,21.3,10865.81,65535,65535,65534,
6148,23096,21.3,10872.7,65535,65535,65535,
6151,23048,21.2,10886.22,65535,65535,65535,
6154,23007,21.2,10898.1,65535,65535,65535,
6158,22965,21.2,10909.45,65534,65535,65535,
6161,22925,21.1,10919.98,65534,65535,65535,
6164,22893,21.1,10930.53,65534,65534,65534,
6167,22836,21.1,10945.54,65534,65534,65535,
6170,22777,21.1,10961.13,56338,65534,65534,
6173,22723,21.1,10976.76,65535,65535,65535,
6176,22681,21,10986.27,65535,65535,65535,
6179,22630,21,11002.22,65534,65535,65535,
6183,22585,21,11014,65535,65535,65535,
6186,22546,21,11026.64,65535,65535,65535,
6189,22492,21,11041.84,65535,65535,65535,
6192,22424,20.9,11061.3,65535,65535,65535,
6195,22356,20.9,11079.68,65535,65535,65535,
6198,22299,20.9,11094.98,65535,65535,65535,
6201,22240,20.9,11112.3,65535,65535,65535,
6205,22181,20.8,11129.37,65535,65535,65535,
6208,22137,20.8,11141.91,65534,65535,65535,
6211,22112,20.8,11148.76,65535,65535,65535,
6214,22076,20.8,11159.62,65534,65534,65535,
6217,22034,20.7,11171.93,65535,65535,65535,
6220,21983,20.7,11187.7,65535,65535,65535,
6223,21952,20.7,11195.74,65534,65535,65535,
6227,21903,20.7,11209.54,65535,65535,65535,
6230,21862,20.6,11221.35,65535,65535,65535,
6233,21816,20.6,11234.04,65534,65534,65535,
6236,21773,20.6,11248.49,65535,65535,65535,
6239,21715,20.6,11263.84,65535,65535,65535,
6242,21675,20.5,11275.73,46257,65534,65534,
6245,21629,20.5,11286.47,65534,65535,65534,
6248,21591,20.5,11298.98,65534,65534,65534,
6252,21553,20.5,11310.05,65535,65535,65535,
6255,21517,20.5,11322.02,65534,65535,65534,
6258,21485,20.5,11329.03,65534,65535,65535,
6261,21446,20.4,11340.43,65535,65535,65535,
6264,21411,20.4,11352.15,65534,65535,65534,
6267,21370,20.4,11362.42,65535,65535,65535,
6270,21332,20.3,11375.93,65535,65535,65535,
6274,21294,20.3,11386.23,65535,65535,65535,
6277,21258,20.3,11395.65,65535,65535,65535,
6280,21216,20.3,11410.7,65535,65535,65535,
6283,21177,20.3,11419.87,65534,65535,65535,
6286,21154,20.2,11427.26,65534,65534,65534,
6289,21114,20.2,11439.11,65534,65535,65535,
6292,21066,20.2,11452.76,65535,65535,65535,
6295,21021,20.2,11466.43,65534,65535,65535,
6299,20978,20.1,11477.74,65534,65535,65535,
6302,20944,20.1,11491.46,65534,65534,65535,
6305,20907,20.1,11501.62,65534,65534,65535,
6308,20861,20.1,11513.28,65535,65535,65535,
6311,20823,20,11524.36,65535,65535,65535,
6314,20787,20,11536.96,65535,65535,65534,
6317,20747,20,11546.27,65534,65534,65535,
6321,20710,20,11558.61,65534,65535,65535,
6324,20678,19.9,11569.45,65534,65535,65535,
6327,20634,19.9,11581.52,65535,65535,65535,
6330,20600,19.9,11591.8,65534,65535,65534,
6333,20565,19.9,11603.6,65535,65535,65535,
6336,20528,19.8,11614.2,65534,65535,65535,
6339,20490,19.8,11625.43,65535,65535,65534,
6343,20458,19.8,11635.77,65534,65535,65535,
6346,20421,19.8,11647.03,65534,65535,65535,
6349,20375,19.7,11659.83,65534,65534,65535,
6352,20328,19.7,11674.49,65534,65534,65535,
6355,20295,19.7,11687.03,65535,65535,65535,
6358,20253,19.7,11698.67,65534,65534,65535,
6361,20206,19.7,11713.09,65534,65535,65535,
6364,20164,19.6,11726.01,65534,65534,65535,
6368,20114,19.6,11739.87,65534,65535,65535,
6371,20062,19.6,11756.84,65535,65535,65535,
6374,20023,19.5,11768.28,65534,65535,65534,
6377,19977,19.5,11782.21,65535,65535,65535,
6380,19932,19.5,11797.42,65534,65535,65535,
6383,19892,19.5,11809.23,65534,65535,65534,
6386,19850,19.4,11822.93,65534,65535,65535,
6390,19813,19.4,11834.78,65535,65535,65535,
6393,19773,19.4,11846.34,65535,65535,65535,
6396,19735,19.4,11859.48,65535,65535,65534,
6399,19695,19.4,11871.7,65535,65535,65534,
6402,19662,19.3,11880.8,65535,65535,65535,
6405,19622,19.3,11894.63,65534,65535,65535,
6408,19583,19.3,11908.79,65535,65535,65535,
6411,19543,19.3,11919.83,65535,65535,65535,
6415,19505,19.2,11932.15,65534,65535,65535,
6418,19473,19.2,11941.64,65535,65535,65534,
6421,19424,19.2,11955.26,65534,65535,65534,
6424,19383,19.2,11972.09,65534,65535,65534,
6427,19342,19.2,11983.22,65535,65535,65534,
6430,19308,19.1,11995.32,65534,65535,65534,
6433,19261,19.1,12010,65535,65535,65534,
6437,19217,19.1,12024.06,65534,65535,65534,
6440,19182,19.1,12033.03,65534,65535,65535,
6443,19147,19,12046.82,65535,65535,65534,
6446,19109,19,12057.41,65535,65535,65535,
6449,19066,19,12071.89,65534,65534,65535,
6452,19032,19,12083.81,65534,65534,65534,
6455,18985,18.9,12097.05,65535,65535,65535,
6458,18952,18.9,12107.39,65535,65535,65534,
6462,18908,18.9,12122.93,65534,65535,65534,
6465,18873,18.9,12134.94,65535,65535,65534,
6468,18837,18.9,12145.34,65534,65534,65534,
6471,18794,18.8,12160.31,65534,65534,65535,
6474,18755,18.8,12173.35,65534,65535,65535,
6477,18708,18.8,12188.05,65535,65534,65534,
6480,18668,18.8,12200.81,65534,65535,65534,
6484,18641,18.7,12211.3,65535,65535,65534,
6487,18607,18.7,12221.14,65534,65535,65534,
6490,18565,18.7,12234.62,65535,65535,65535,
6493,18526,18.7,12246.14,65535,65535,65535,
6496,18489,18.7,12257.03,65534,65534,65534,
6499,18458,18.6,12269.91,65534,65535,65534,
6502,18431,18.6,12278.5,65535,65535,65535,
6505,18397,18.6,12290.76,65439,65535,65534,
6509,18356,18.6,12302.37,65535,65535,65534,
6512,18325,18.5,12314,65534,65535,65534,
6515,18287,18.5,12324.64,65534,65535,65535,
6518,18244,18.5,12339.31,65535,65535,65534,
6521,18212,18.5,12353.33,65535,65535,65534,
6524,18176,18.5,12364.7,65534,65534,65535,
6527,18134,18.4,12377.77,65534,65534,65535,
6531,18100,18.4,12390.86,65535,65535,65534,
6534,18054,18.4,12401.95,65534,65535,65535,
6537,18024,18.4,12414.75,65534,65534,65535,
6540,17989,18.4,12424.52,65534,65535,65534,
6543,17959,18.3,12435.33,65534,65535,65534,
6546,17926,18.3,12447.16,65535,65535,65535,
6549,17887,18.3,12461.05,65535,65535,65534,
6553,17854,18.3,12471.57,65535,65535,65534,
6556,17820,18.3,12486.18,65534,65535,65534,
6559,17785,18.2,12495.37,65534,65534,65535,
6562,17749,18.2,12506.62,65534,65534,65535,
6565,17717,18.2,12518.23,65535,65535,65534,
6568,17677,18.2,12531.91,65534,65534,65534,
6571,17641,18.1,12544.24,65534,65534,65535,
6574,17624,18.1,12551.1,65535,65535,65535,
6578,17595,18.1,12563.81,65534,65535,65534,
6581,17560,18.1,12573.44,65534,65534,65535,
6584,17520,18.1,12586.19,65534,65535,65535,
6587,17491,18,12596.19,65534,65534,65535,
6590,17461,18,12607.25,65534,65535,65535,
6593,17431,18,12620.05,65534,65535,65535,
6596,17398,18,12628.72,65535,65535,65535,
6600,17370,18,12636,65534,65535,65534,
6603,17348,17.9,12646.07,65535,65535,65535,
6606,17322,17.9,12652.68,65535,65535,65535,
6609,17286,17.9,12668,65534,65534,65535,
6612,17256,17.9,12678.12,65535,65535,65534,
6615,17220,17.9,12691.39,65534,65535,65535,
6618,17190,17.8,12700.49,65534,65534,65535,
6621,17153,17.8,12712.75,65534,65534,65535,
6625,17125,17.8,12723.28,65534,65534,65535,
6628,17086,17.8,12735.94,65534,65535,65534,
6631,17047,17.8,12752.49,65534,65535,65535,
6634,17013,17.7,12764.84,65534,65535,65534,
6637,16977,17.7,12775.79,65535,65535,65535,
6640,16953,17.7,12784.64,65534,65535,65534,
6643,16929,17.7,12794.56,65534,65535,65534,
6647,16895,17.7,12804.85,65534,65534,65535,
6650,16868,17.6,12814.8,65534,65535,65534,
6653,16834,17.6,12826.54,65534,65535,65535,
6656,16818,17.6,12834.02,65535,65535,65535,
6659,16783,17.6,12846.51,65535,65535,65534,
6662,16751,17.6,12858.3,65535,65535,65534,
6666,16720,17.5,12869.4,65535,65535,65535,
6669,16684,17.5,12880.51,65535,65535,65535,
6672,16657,17.5,12889.13,65534,65535,65535,
6675,16630,17.5,12899.91,65534,65535,65534,
6678,16604,17.5,12908.18,65535,65535,65534,
6681,16575,17.4,12920.44,65534,65535,65534,
6684,16547,17.4,12930.91,65535,65535,65534,
6687,16513,17.4,12941.39,65534,65535,65535,
6691,16479,17.4,12954.42,65534,65535,65535,
6694,16441,17.4,12966.75,65534,65535,65535,
6697,16413,17.4,12978.01,65534,65535,65534,
6700,16373,17.3,12991.1,65534,65534,65535,
6703,16328,17.3,13010.06,65534,65535,65534,
6706,16280,17.3,13026.14,64839,65534,65534,
6709,16232,17.3,13045.19,65534,65535,65535,
6713,16197,17.3,13058.78,65534,65534,65535,
6716,16150,17.3,13072.76,65535,65535,65535,
6719,16113,17.2,13088.98,65534,65535,65535,
6722,16082,17.2,13100.42,65534,65534,65534,
6725,16050,17.2,13112.26,65534,65534,65535,
6728,16012,17.2,13124.12,65535,65535,65534,
6731,15988,17.2,13135.25,65534,65535,65534,
6734,15959,17.1,13145.28,65534,65534,65534,
6738,15923,17.1,13158.68,65534,65535,65534,
6741,15907,17.1,13166.51,65534,65534,65535,
6744,15870,17.1,13176.58,65534,65534,65535,
6747,15838,17.1,13187.79,65534,65534,65535,
6750,15812,17,13199.02,65534,65534,65535,
6753,15777,17,13211.4,65534,65535,65535,
6756,15749,17,13223.79,65534,65534,65535,
6760,15719,17,13235.45,65535,65535,65535,
6763,15689,17,13246,65534,65534,65534,
6766,15663,17,13256.57,65534,65534,65535,
6769,15630,16.9,13268.65,65534,65535,65535,
6772,15600,16.9,13280.01,65535,65535,65535,
6775,15561,16.9,13292.9,65534,65535,65534,
6778,15532,16.9,13305.05,65534,65535,65534,
6781,15500,16.9,13318.37,65534,65535,65534,
6785,15466,16.9,13328.65,65535,65535,65535,
6788,15437,16.8,13342.01,65534,65534,65535,
6791,15397,16.8,13355.39,65535,65535,65535,
6794,15373,16.8,13364.97,65535,65535,65534,
6797,15341,16.8,13378.01,65534,65535,65534,
6800,15308,16.8,13391.46,65534,65535,65535,
6803,15276,16.8,13401.46,65535,65535,65535,
6807,15246,16.7,13414.19,65534,65535,65535,
6810,15213,16.7,13427.7,65535,65535,65534,
6813,15187,16.7,13436.99,65534,65534,65535,
6816,15152,16.7,13450.15,65534,65534,65534,
6819,15127,16.7,13461.41,65534,65534,65535,
6822,15100,16.6,13473.07,65534,65534,65535,
6825,15060,16.6,13486.69,65535,65535,65535,
6829,15032,16.6,13498,65534,65534,65535,
6832,15007,16.6,13508.94,65535,65535,65534,
6835,14973,16.6,13520.29,65534,65535,65534,
6838,14944,16.6,13532.43,65535,65535,65535,
6841,14908,16.6,13548.13,65534,65535,65534,
6844,14875,16.5,13559.93,65534,65534,65535,
6847,14842,16.5,13571.75,65534,65535,65534,
6850,14810,16.5,13585.96,65534,65534,65535,
6854,14776,16.5,13599.41,65534,65534,65535,
6857,14742,16.5,13612.08,65534,65535,65534,
6860,14714,16.4,13625.97,65534,65535,65535,
6863,14680,16.4,13636.31,65534,65535,65534,
6866,14654,16.4,13647.06,65534,65534,65535,
6869,14624,16.4,13657.03,65534,65534,65535,
6872,14590,16.4,13673.8,65534,65535,65535,
6876,14565,16.4,13680.61,65534,65534,65535,
6879,14535,16.4,13694.23,65534,65535,65535,
6882,14501,16.3,13708.68,65534,65534,65534,
6885,14469,16.3,13718.33,65535,65535,65534,
6888,14440,16.3,13734.04,65534,65535,65535,
6891,14412,16.3,13742.11,65535,65535,65535,
6894,14382,16.3,13757.07,65534,65534,65535,
6897,14352,16.3,13767.59,65534,65534,65535,
6901,14320,16.3,13780.97,65534,65534,65535,
6904,14294,16.3,13793.16,65534,65535,65535,
6907,14266,16.2,13802.52,65534,65535,65534,
6910,14241,16.2,13813.52,65534,65534,65535,
6913,14206,16.2,13826.58,65534,65535,65535,
6916,14172,16.2,13842.12,65535,65535,65535,
6919,14149,16.2,13850.31,65534,65534,65534,
6923,14120,16.2,13863.03,65535,65535,65535,
6926,14090,16.2,13873.71,65535,65535,65535,
6929,14064,16.1,13883.18,65535,65535,65534,
6932,14042,16.1,13893.89,65534,65535,65535,
6935,14018,16.1,13905.03,65535,65535,65535,
6938,13987,16.1,13919.5,65535,65535,65534,
6941,13956,16.1,13928.61,65535,65535,65535,
6944,13929,16.1,13943.13,65535,65535,65535,
6948,13899,16.1,13951.86,65534,65535,65535,
6951,13880,16,13963.51,65534,65535,65535,
6954,13849,16,13975.59,65534,65534,65535,
6957,13828,16,13985.61,65534,65534,65535,
6960,13794,16,13995.22,65535,65535,65535,
6963,13773,16,14006.52,65534,65535,65534,
6966,13741,16,14019.52,65534,65535,65535,
6970,13716,15.9,14032.12,65534,65535,65535,
6973,13693,15.9,14041.8,65535,65535,65535,
6976,13671,15.9,14049.38,65534,65534,65535,
6979,13648,15.9,14060.77,65535,65535,65535,
6982,13624,15.9,14070.91,65534,65535,65535,
6985,13604,15.9,14079.79,65534,65534,65535,
6988,13574,15.9,14092.07,65534,65535,65535,
6991,13551,15.9,14098.86,65535,65535,65535,
6995,13535,15.9,14108.63,65534,65535,65534,
6998,13512,15.8,14117.98,65535,65535,65535,
7001,13486,15.8,14129.06,65535,65535,65535,
7004,13464,15.8,14138.44,65534,65534,65535,
7007,13438,15.8,14151.26,65535,65535,65535,
7010,13403,15.8,14162.38,65534,65534,65535,
7013,13382,15.8,14170.52,65535,65535,65534,
7017,13361,15.8,14184.25,65535,65535,65535,
7020,13336,15.8,14193.71,65534,65535,65535,
7023,13319,15.8,14202.31,65534,65534,65534,
7026,13288,15.7,14214.38,65534,65534,65534,
7029,13263,15.7,14222.58,65534,65535,65535,
7032,13235,15.7,14234.68,65535,65535,65535,
7035,13212,15.7,14245.07,65535,65535,65535,
7039,13192,15.7,14253.31,65535,65535,65534,
7042,13169,15.7,14266.33,65535,65535,65535,
7045,13145,15.7,14275.9,65535,65535,65535,
7048,13112,15.7,14288.97,62047,65534,65534,
7051,13085,15.7,14300.75,65534,65534,65535,
7054,13060,15.6,14315.61,65535,65535,65535,
7057,13020,15.6,14329.19,65534,65534,65534,
7060,12996,15.6,14340.6,65535,65535,65535,
7064,12975,15.6,14348.95,65534,65535,65534,
7067,12949,15.6,14363.03,65534,65535,65535,
7070,12921,15.6,14375.37,65534,65535,65535,
7073,12899,15.6,14380.67,65535,65535,65535,
7076,12876,15.5,14393.05,65535,65535,65535,
7079,12841,15.5,14407.66,65534,65535,65535,
7082,12820,15.5,14419.2,65534,65534,65535,
7086,12796,15.5,14431.2,65535,65535,65535,
7089,12759,15.5,14442.77,65535,65535,65534,
7092,12734,15.5,14453.47,65534,65535,65535,
7095,12714,15.5,14464.19,65535,65535,65534,
7098,12685,15.5,14478.51,65535,65535,65535,
7101,12660,15.5,14491.51,65534,65535,65534,
7104,12631,15.5,14501.83,65534,65535,65534,
7107,12607,15.4,14512.18,65534,65535,65534,
7111,12590,15.4,14522.98,65535,65535,65535,
7114,12571,15.4,14531.55,65535,65534,65535,
7117,12543,15.4,14541.49,65534,65535,65534,
7120,12518,15.4,14551.43,65534,65534,65535,
7123,12501,15.4,14559.58,65534,65535,65535,
7126,12482,15.4,14570.01,65535,65535,65535,
7129,12460,15.4,14579.09,65383,65535,65534,
7133,12434,15.4,14592.74,65534,65535,65534,
7136,12411,15.4,14600.02,65535,65535,65534,
7139,12389,15.4,14610.05,65534,65534,65535,
7142,12370,15.3,14620.1,65534,65535,65535,
7145,12348,15.3,14630.16,65534,65534,65535,
7148,12325,15.3,14638.86,65534,65534,65535,
7151,12310,15.3,14646.66,65534,65535,65534,
7154,12293,15.3,14657.68,65534,65535,65535,
7158,12268,15.3,14668.25,65535,65535,65535,
7161,12241,15.3,14677.46,65534,65535,65534,
7164,12221,15.3,14690.37,65534,65535,65534,
7167,12209,15.3,14695.91,65534,65534,65535,
7170,12184,15.3,14703.77,65534,65535,65534,
7173,12164,15.3,14713.03,65534,65535,65535,
7176,12140,15.3,14724.62,65535,65535,65535,
7180,12124,15.2,14732.51,65534,65534,65534,
7183,12115,15.3,14739.94,65534,65534,65535,
7186,12088,15.2,14752.04,65534,65535,65534,
7189,12069,15.2,14758.1,65534,65535,65535,
7192,12051,15.2,14764.62,65535,65535,65534,
7195,12031,15.2,14776.77,65535,65535,65535,
7198,12011,15.2,14789.87,65534,65535,65535,
7202,11997,15.2,14792.68,65534,65535,65535,
7205,11972,15.2,14802.99,65535,65535,65535,
7208,11954,15.1,14811.44,65534,65535,65534,
7211,11925,15.1,14825.08,65535,65535,65535,
7214,11912,15.1,14833.55,65535,65535,65535,
7217,11899,15.1,14840.15,65534,65534,65535,
7220,11875,15.1,14850.54,65534,65535,65534,
7223,11853,15.1,14862.35,65534,65534,65535,
7227,11839,15.1,14869.93,65534,65534,65535,
7230,11816,15.1,14879.88,65534,65535,65535,
7233,11793,15.1,14890.33,65534,65535,65534,
7236,11775,15.1,14896.51,65535,65535,65535,
7239,11753,15.1,14909.84,65534,65534,65535,
7242,11728,15.1,14917.46,65535,65535,65535,
7245,11709,15.1,14930.83,65534,65534,65535,
7249,11684,15.1,14940.87,65534,65535,65535,
7252,11665,15,14949.49,65534,65535,65535,
7255,11631,15,14963.88,65535,65535,65535,
7258,11599,15,14980.23,65535,65535,65534,
7261,11566,15,14998.54,65535,65535,65535,
7264,11539,15,15010.13,65535,65535,65534,
7267,11513,15,15021.26,65534,65535,65535,
7270,11490,15,15034.35,65535,65535,65534,
7274,11469,15,15043.09,65535,65535,65535,
7277,11449,15,15050.86,65534,65534,65535,
7280,11435,15,15062.54,65534,65535,65535,
7283,11409,15,15069.85,65535,65535,65534,
7286,11399,15,15078.15,65534,65535,65534,
7289,11381,14.9,15089.88,65535,65535,65535,
7292,11362,14.9,15096.73,65534,65534,65535,
7296,11342,14.9,15108,65535,65535,65535,
7299,11325,14.9,15113.39,65534,65535,65534,
7302,11306,14.9,15126.16,65534,65535,65535,
7305,11282,14.9,15136.49,65534,65534,65535,
7308,11257,14.9,15149.31,65535,65535,65535,
7311,11240,14.9,15160.66,65534,65535,65534,
7314,11210,14.9,15168.08,65535,65535,65535,
7317,11198,14.9,15178.47,65535,65535,65535,
7321,11177,14.9,15191.86,65535,65535,65534,
7324,11158,14.9,15199.81,64161,65534,65534,
7327,11135,14.9,15207.77,65534,65534,65535,
7330,11119,14.8,15219.72,65534,65535,65534,
7333,11097,14.8,15226.7,65534,65535,65535,
7336,11081,14.8,15237.68,65535,65535,65535,
7339,11060,14.8,15250.19,65534,65535,65535,
7343,11043,14.8,15255.19,65534,65535,65535,
7346,11016,14.8,15268.23,65535,65535,65535,
7349,10989,14.8,15281.3,65534,65535,65534,
7352,10971,14.8,15292.87,65534,65535,65535,
7355,10944,14.8,15306.49,65534,65535,65535,
7358,10936,14.8,15311.03,65535,65535,65535,
7361,10906,14.7,15324.18,65535,65535,65534,
7365,10889,14.8,15332.28,65534,65535,65534,
7368,10860,14.8,15342.93,65534,65535,65535,
7371,10842,14.8,15356.14,65535,65535,65535,
7374,10816,14.7,15369.88,65535,65535,65535,
7377,10794,14.7,15379.56,65534,65535,65534,
7380,10768,14.7,15391.31,65534,65535,65535,
7383,10746,14.7,15402.05,65534,65535,65534,
7386,10724,14.7,15415.37,65534,65534,65535,
7390,10709,14.7,15425.64,65534,65535,65535,
7393,10680,14.7,15437.46,65534,65534,65535,
7396,10658,14.7,15452.4,65535,65535,65535,
7399,10633,14.7,15464.28,65534,65534,65535,
7402,10610,14.7,15475.13,65535,65535,65534,
7405,10593,14.7,15488.6,65534,65534,65535,
7408,10566,14.7,15498.46,65534,65535,65534,
7412,10549,14.7,15506.77,65535,65535,65535,
7415,10530,14.7,15516.13,65534,65534,65535,
7418,10510,14.7,15528.12,65534,65535,65534,
7421,10486,14.7,15542.21,65535,65535,65535,
7424,10464,14.7,15551.63,65534,65534,65535,
7427,10451,14.6,15558.96,65534,65535,65534,
7430,10424,14.6,15576.27,65534,65535,65535,
7433,10402,14.6,15586.78,65534,65535,65534,
7437,10377,14.6,15595.2,65534,65535,65534,
7440,10362,14.6,15606.27,65534,65534,65535,
7443,10337,14.6,15617.89,65534,65535,65535,
7446,10317,14.6,15628.47,65534,65534,65535,
7449,10294,14.6,15639.59,65534,65534,65535,
7452,10272,14.6,15653.39,65534,65535,65535,
7455,10249,14.6,15666.69,65535,65535,65535,
7459,10229,14.6,15673.61,65535,65535,65535,
7462,10210,14.6,15685.34,65534,65534,65535,
7465,10193,14.6,15695.49,65534,65535,65535,
7468,10171,14.6,15704.58,65535,65535,65535,
7471,10150,14.6,15716.91,65534,65534,65535,
7474,10129,14.6,15728.18,65535,65535,65535,
7477,10113,14.5,15740.55,65534,65535,65535,
7480,10094,14.6,15748.09,65534,65535,65534,
7484,10081,14.6,15754.02,65534,65534,65534,
7487,10055,14.5,15769.13,65535,65535,65535,
7490,10038,14.5,15777.79,65535,65535,65535,
7493,10018,14.5,15788.62,65534,65535,65535,
7496,10007,14.5,15795.13,65535,65535,65535,
7499,9986,14.5,15808.7,65535,65535,65535,
7502,9967,14.5,15818.5,65534,65534,65535,
7506,9938,14.5,15832.67,65534,65535,65534,
7509,9922,14.5,15841.41,65534,65535,65535,
7512,9903,14.5,15852.34,65535,65535,65535,
7515,9882,14.5,15861.65,65535,65535,65535,
7518,9871,14.5,15872.62,65535,65535,65535,
7521,9853,14.5,15880.31,65534,65534,65535,
7524,9838,14.5,15889.11,65534,65535,65534,
7527,9814,14.5,15901.78,65534,65535,65535,
7531,9798,14.5,15908.95,65534,65534,65535,
7534,9776,14.5,15919.99,65534,65535,65534,
7537,9759,14.4,15932.16,65535,65535,65535,
7540,9745,14.5,15940.48,65534,65534,65535,
7543,9718,14.4,15949.91,65534,65534,65535,
7546,9712,14.5,15959.91,65535,65535,65534,
7549,9703,14.5,15961.58,65534,65534,65535,
7553,9681,14.5,15973.28,65535,65535,65534,
7556,9662,14.5,15982.2,65534,65535,65535,
7559,9642,14.4,15994.48,65534,65535,65535,
7562,9630,14.5,16003.43,65535,65535,65535,
7565,9608,14.4,16015.2,65534,65534,65535,
7568,9599,14.5,16024.18,65535,65535,65535,
7571,9579,14.4,16029.79,65534,65535,65534,
7575,9556,14.4,16041.61,65534,65534,65534,
7578,9547,14.4,16048.37,65534,65535,65535,
7581,9530,14.4,16059.65,65535,65535,65535,
7584,9516,14.4,16066.43,65535,65535,65535,
7587,9496,14.4,16076.6,65534,65535,65534,
7590,9481,14.4,16086.23,61795,65535,65534,
7593,9463,14.4,16097.58,65534,65535,65535,
7596,9451,14.4,16103.26,65535,65535,65535,
7600,9430,14.4,16115.2,65535,65535,65535,
7603,9413,14.4,16123.18,65534,65534,65534,
7606,9401,14.4,16136.29,65535,65535,65535,
7609,9382,14.4,16139.72,65534,65535,65534,
7612,9370,14.4,16147.73,65534,65535,65534,
7615,9356,14.4,16158.03,65534,65534,65535,
7618,9337,14.4,16168.35,65534,65535,65535,
7622,9323,14.4,16173.52,65534,65535,65534,
7625,9309,14.4,16183.87,65535,65535,65535,
7628,9292,14.4,16197.11,65534,65534,65535,
7631,9270,14.4,16207.49,65535,65535,65534,
7634,9258,14.4,16216.16,65535,65535,65534,
7637,9235,14.4,16228.89,65535,65535,65534,
7640,9220,14.4,16237.58,65534,65534,65535,
7643,9207,14.4,16243.38,65534,65534,65535,
7647,9193,14.4,16252.67,65534,65535,65535,
7650,9175,14.4,16263.14,65534,65535,65534,
7653,9161,14.4,16268.97,65535,65535,65535,
7656,9145,14.4,16282.97,65534,65534,65535,
7659,9127,14.4,16292.31,65534,65534,65535,
7662,9103,14.4,16299.92,65534,65534,65535,
7665,9093,14.4,16311.64,65535,65535,65534,
7669,9067,14.4,16320.44,65535,65535,65534,
7672,9053,14.3,16332.78,65534,65535,65534,
7675,9036,14.4,16343.97,65535,65535,65535,
7678,9018,14.4,16356.36,65534,65535,65534,
7681,9002,14.4,16365.22,65534,65535,65535,
7684,8990,14.3,16372.32,65534,65534,65535,
7687,8969,14.4,16381.79,65534,65535,65535,
7690,8962,14.3,16388.91,65534,65534,65535,
7694,8941,14.3,16400.2,65534,65535,65534,
7697,8925,14.4,16412.1,65534,65535,65535,
7700,8905,14.3,16420.44,65534,65535,65535,
7703,8890,14.3,16429.99,65534,65534,65534,
7706,8870,14.3,16440.74,65534,65535,65535,
7709,8852,14.3,16455.11,65534,65534,65535,
7712,8833,14.3,16462.91,65534,65535,65535,
7716,8820,14.3,16473.12,65534,65535,65534,
7719,8797,14.3,16485.75,65534,65535,65534,
7722,8776,14.3,16498.41,65534,65535,65534,
7725,8742,14.3,16516.54,65535,65535,65535,
7728,8728,14.3,16528.04,65534,65535,65534,
7731,8709,14.3,16538.96,65535,65535,65535,
7734,8695,14.3,16550.5,65534,65534,65534,
7738,8680,14.3,16560.24,65535,65535,65535,
7741,8655,14.3,16571.83,65534,65535,65534,
7744,8640,14.3,16580.99,65534,65535,65535,
7747,8619,14.3,16592.61,65534,65535,65535,
7750,8607,14.3,16599.34,65534,65535,65534,
7753,8592,14.3,16608.54,65535,65535,65535,
7756,8580,14.3,16622.06,65534,65535,65534,
7759,8563,14.3,16630.06,65535,65535,65535,
7763,8541,14.3,16641.15,65534,65535,65535,
7766,8528,14.3,16652.87,65534,65535,65534,
7769,8512,14.3,16656.58,65534,65534,65535,
7772,8494,14.3,16671.44,65534,65534,65535,
7775,8480,14.3,16677.01,65534,65535,65535,
7778,8461,14.3,16690.67,65535,65535,65535,
7781,8446,14.3,16697.51,65534,65534,65535,
7785,8432,14.3,16709.96,65535,65535,65535,
7788,8424,14.3,16716.2,65534,65534,65535,
7791,8401,14.3,16727.44,65535,65535,65535,
7794,8383,14.3,16738.07,65535,65534,65535,
7797,8369,14.3,16751.23,65534,65535,65534,
7800,8348,14.3,16761.28,65535,65535,65535,
7803,8341,14.3,16766.93,65535,65535,65535,
7806,8323,14.3,16782.67,65534,65534,65535,
7810,8306,14.3,16787.08,65535,65535,65535,
7813,8285,14.3,16799.71,65534,65535,65534,
7816,8276,14.3,16808.57,65535,65535,65535,
7819,8260,14.3,16818.7,65534,65535,65535,
7822,8238,14.3,16832.02,65534,65535,65534,
7825,8225,14.3,16844.1,65534,65535,65535,
7828,8207,14.3,16854.29,65534,65534,65535,
7832,8192,14.3,16861.3,65534,65534,65535,
7835,8173,14.3,16873.44,65535,65535,65534,
7838,8158,14.3,16884.96,65535,65535,65534,
7841,8141,14.3,16893.92,65534,65534,65535,
7844,8122,14.3,16905.48,65534,65534,65535,
